# P (Pa)	T (K)	rho (kg/m3)	ad_grad
7.296341880634e+04	1.436119685999e+04	5.654370192669e-04	1.070496183120e-01
7.296341880634e+04	1.469684386112e+04	5.332233780488e-04	1.083964486148e-01
7.296341880634e+04	1.504033553638e+04	5.028113085509e-04	1.104781375389e-01
7.296341880634e+04	1.539185522990e+04	4.745079467848e-04	1.132901380408e-01
7.296341880634e+04	1.575159057092e+04	4.485466097756e-04	1.168724550290e-01
7.296341880634e+04	1.611973357388e+04	4.250635280674e-04	1.213314994379e-01
7.296341880634e+04	1.649648074098e+04	4.040753595473e-04	1.268581704874e-01
7.296341880634e+04	1.688203316700e+04	3.854757328877e-04	1.337063841572e-01
7.296341880634e+04	1.727659664669e+04	3.690517056102e-04	1.421303552848e-01
7.296341880634e+04	1.768038178457e+04	3.545133288263e-04	1.522940807236e-01
7.296341880634e+04	1.809360410739e+04	3.415384171278e-04	1.641493026572e-01
7.296341880634e+04	1.851648417912e+04	3.298257998624e-04	1.773102846714e-01
7.296341880634e+04	1.894924771874e+04	3.191215574185e-04	1.910520659501e-01
7.296341880634e+04	1.939212572066e+04	3.092212548152e-04	2.044300466600e-01
7.296341880634e+04	1.984535457806e+04	2.999669977147e-04	2.164668465465e-01
7.296341880634e+04	2.030917620905e+04	2.912401078712e-04	2.264140800065e-01
7.296341880634e+04	2.078383818580e+04	2.829507511511e-04	2.340373547546e-01
7.296341880634e+04	2.126959386669e+04	2.750325347018e-04	2.396914355958e-01
7.296341880634e+04	2.176670253153e+04	2.674405718014e-04	2.442014218485e-01
7.296341880634e+04	2.227542952000e+04	2.601479266370e-04	2.486561916291e-01
7.296341880634e+04	2.279604637319e+04	2.531394897886e-04	2.541066805883e-01
7.296341880634e+04	2.332883097864e+04	2.464043860238e-04	2.612260587431e-01
7.296341880634e+04	2.387406771861e+04	2.399324025966e-04	2.701871332404e-01
7.296341880634e+04	2.443204762186e+04	2.337135318503e-04	2.807277555228e-01
7.296341880634e+04	2.500306851906e+04	2.277376021637e-04	2.922823682568e-01
7.296341880634e+04	2.558743520169e+04	2.219937059960e-04	3.041819226975e-01
7.296341880634e+04	2.618545958474e+04	2.164695791747e-04	3.158835493931e-01
7.296341880634e+04	2.679746087326e+04	2.111515734802e-04	3.270613410839e-01
7.296341880634e+04	2.742376573265e+04	2.060251375557e-04	3.375843719831e-01
7.296341880634e+04	2.806470846310e+04	2.010755119300e-04	3.474644930289e-01
7.296341880634e+04	2.872063117798e+04	1.962886474423e-04	3.567751000859e-01
7.296341880634e+04	2.939188398647e+04	1.916521629081e-04	3.655562482989e-01
7.296341880634e+04	3.007882518043e+04	1.871556446839e-04	3.737715541037e-01
7.296341880634e+04	3.078182142565e+04	1.827903754357e-04	3.813040420692e-01
7.296341880634e+04	3.150124795755e+04	1.785487731940e-04	3.879580602158e-01
7.296341880634e+04	3.223748878149e+04	1.744234997439e-04	3.934658095453e-01
7.296341880634e+04	3.299093687771e+04	1.704064567339e-04	3.975001866701e-01
7.296341880634e+04	3.376199441111e+04	1.664885234996e-04	3.996967054086e-01
7.296341880634e+04	3.455107294592e+04	1.626598615287e-04	3.996863329621e-01
7.296341880634e+04	3.535859366535e+04	1.589103831703e-04	3.971411867115e-01
7.296341880634e+04	3.618498759643e+04	1.552303801233e-04	3.918356458106e-01
7.296341880634e+04	3.703069584005e+04	1.516112139405e-04	3.837112041756e-01
7.296341880634e+04	3.789616980645e+04	1.480457109306e-04	3.729035767226e-01
7.296341880634e+04	3.878187145611e+04	1.445283378476e-04	3.597401898945e-01
7.296341880634e+04	3.968827354637e+04	1.410553153108e-04	3.447253307289e-01
7.296341880634e+04	4.061585988377e+04	1.376246609188e-04	3.285112772952e-01
7.296341880634e+04	4.156512558226e+04	1.342361724608e-04	3.118567824644e-01
7.296341880634e+04	4.253657732750e+04	1.308914241177e-04	2.955833388834e-01
7.296341880634e+04	4.353073364732e+04	1.275937284343e-04	2.805224192808e-01
7.296341880634e+04	4.454812518845e+04	1.243479933987e-04	2.674435981267e-01
7.296341880634e+04	4.558929499981e+04	1.211604413427e-04	2.569595425509e-01
7.296341880634e+04	4.665479882234e+04	1.180382024692e-04	2.494332655286e-01
7.296341880634e+04	4.774520538566e+04	1.149888790013e-04	2.449665659088e-01
7.296341880634e+04	4.886109671160e+04	1.120200095139e-04	2.434528851596e-01
7.296341880634e+04	5.000306842491e+04	1.091383354152e-04	2.446661655851e-01
7.296341880634e+04	5.117173007115e+04	1.063488283744e-04	2.483907650703e-01
7.296341880634e+04	5.236770544205e+04	1.036537353916e-04	2.545508154903e-01
7.296341880634e+04	5.359163290849e+04	1.010524091096e-04	2.632123804667e-01
7.296341880634e+04	5.484416576121e+04	9.854173726530e-05	2.744914721505e-01
7.296341880634e+04	5.612597255955e+04	9.611689453383e-05	2.884165768769e-01
7.296341880634e+04	5.743773748827e+04	9.377246349235e-05	3.047410940401e-01
7.296341880634e+04	5.878016072275e+04	9.150362712150e-05	3.227682784559e-01
7.296341880634e+04	6.015395880275e+04	8.930653934734e-05	3.413661795762e-01
7.296341880634e+04	6.155986501484e+04	8.717815804185e-05	3.591265485813e-01
7.296341880634e+04	6.299862978381e+04	8.511591310122e-05	3.746064050894e-01
7.296341880634e+04	6.447102107324e+04	8.311720001051e-05	3.866633502455e-01
7.296341880634e+04	6.597782479540e+04	8.117886022961e-05	3.947880320630e-01
7.296341880634e+04	6.751984523072e+04	7.929710585096e-05	3.991661303048e-01
7.296341880634e+04	6.909790545716e+04	7.746773481644e-05	4.005521101994e-01
7.296341880634e+04	7.071284778943e+04	7.568645267012e-05	4.000530526529e-01
7.296341880634e+04	7.236553422870e+04	7.394930749695e-05	3.988108589049e-01
7.296341880634e+04	7.405684692262e+04	7.225312423403e-05	3.976720519892e-01
7.296341880634e+04	7.578768863626e+04	7.059563734710e-05	3.970873897980e-01
7.296341880634e+04	7.755898323389e+04	6.897542103812e-05	3.971529231528e-01
7.296341880634e+04	7.937167617218e+04	6.739172464106e-05	3.976956616423e-01
7.296341880634e+04	8.122673500480e+04	6.584419811242e-05	3.984074276678e-01
7.296341880634e+04	8.312514989891e+04	6.433257988690e-05	3.989896573739e-01
7.296341880634e+04	8.506793416364e+04	6.285654445113e-05	3.992104409943e-01
7.296341880634e+04	8.705612479100e+04	6.141561779987e-05	3.989156778340e-01
7.296341880634e+04	8.909078300934e+04	6.000906588768e-05	3.980371042425e-01
7.296341880634e+04	9.117299484985e+04	5.863574734508e-05	3.965985806267e-01
7.296341880634e+04	9.330387172620e+04	5.729400726680e-05	3.947170744386e-01
7.296341880634e+04	9.548455102782e+04	5.598178925290e-05	3.925912351097e-01
7.296341880634e+04	9.771619672696e+04	5.469691014710e-05	3.904779044308e-01
7.296341880634e+04	1.000000000000e+05	5.343744892090e-05	3.886563733222e-01
7.670223402244e+04	1.000000000000e+02	2.153578303978e-01	3.102761386789e-01
7.670223402244e+04	1.023371798633e+02	2.103814815240e-01	3.104118479979e-01
7.670223402244e+04	1.047289838236e+02	2.055386015732e-01	3.113701678292e-01
7.670223402244e+04	1.071766885446e+02	2.008230471639e-01	3.129097236824e-01
7.670223402244e+04	1.096816005273e+02	1.962286715554e-01	3.148074007046e-01
7.670223402244e+04	1.122450568085e+02	1.917494341060e-01	3.168627080583e-01
7.670223402244e+04	1.148684256738e+02	1.873795135325e-01	3.189019943656e-01
7.670223402244e+04	1.175531073878e+02	1.831134216269e-01	3.207823250099e-01
7.670223402244e+04	1.203005349423e+02	1.789461130223e-01	3.223947827296e-01
7.670223402244e+04	1.231121748204e+02	1.748730853256e-01	3.236668942105e-01
7.670223402244e+04	1.259895277795e+02	1.708904623997e-01	3.245638157486e-01
7.670223402244e+04	1.289341296526e+02	1.669950517505e-01	3.250878287500e-01
7.670223402244e+04	1.319475521677e+02	1.631843648016e-01	3.252755988393e-01
7.670223402244e+04	1.350314037870e+02	1.594565862594e-01	3.251925383371e-01
7.670223402244e+04	1.381873305654e+02	1.558104757347e-01	3.249234781746e-01
7.670223402244e+04	1.414170170289e+02	1.522451811944e-01	3.245586988924e-01
7.670223402244e+04	1.447221870741e+02	1.487599456768e-01	3.241745453427e-01
7.670223402244e+04	1.481046048881e+02	1.453538175437e-01	3.238155277402e-01
7.670223402244e+04	1.515660758901e+02	1.420255889374e-01	3.234916516293e-01
7.670223402244e+04	1.551084476953e+02	1.387738415405e-01	3.231844469342e-01
7.670223402244e+04	1.587336111010e+02	1.355970125615e-01	3.228572909782e-01
7.670223402244e+04	1.624435010959e+02	1.324934795404e-01	3.224705937968e-01
7.670223402244e+04	1.662400978927e+02	1.294616412217e-01	3.219964723800e-01
7.670223402244e+04	1.701254279853e+02	1.264999516711e-01	3.214225756512e-01
7.670223402244e+04	1.741015652304e+02	1.236069272972e-01	3.207506566154e-01
7.670223402244e+04	1.781706319546e+02	1.207811382858e-01	3.199935852747e-01
7.670223402244e+04	1.823348000868e+02	1.180211806069e-01	3.191706451608e-01
7.670223402244e+04	1.865962923182e+02	1.153256425817e-01	3.183025274678e-01
7.670223402244e+04	1.909573832878e+02	1.126930931857e-01	3.174086799108e-01
7.670223402244e+04	1.954204007974e+02	1.101220705464e-01	3.165052685757e-01
7.670223402244e+04	1.999877270535e+02	1.076110547422e-01	3.156025827758e-01
7.670223402244e+04	2.046617999392e+02	1.051584213840e-01	3.147018293724e-01
7.670223402244e+04	2.094451143151e+02	1.027624095426e-01	3.137932102451e-01
7.670223402244e+04	2.143402233515e+02	1.004211617353e-01	3.128584539814e-01
7.670223402244e+04	2.193497398905e+02	9.813280355502e-02	3.118764131953e-01
7.670223402244e+04	2.244763378413e+02	9.589554463297e-02	3.108311194668e-01
7.670223402244e+04	2.297227536071e+02	9.370780121978e-02	3.097225260982e-01
7.670223402244e+04	2.350917875457e+02	9.156829702115e-02	3.085747464755e-01
7.670223402244e+04	2.405863054644e+02	8.947607248215e-02	3.074333677392e-01
7.670223402244e+04	2.462092401495e+02	8.743043554756e-02	3.063562590625e-01
7.670223402244e+04	2.519635929317e+02	8.543086745976e-02	3.053999565285e-01
7.670223402244e+04	2.578524352884e+02	8.347687618007e-02	3.046012000333e-01
7.670223402244e+04	2.638789104829e+02	8.156786011202e-02	3.039620673378e-01
7.670223402244e+04	2.700462352421e+02	7.970308102658e-02	3.034518102747e-01
7.670223402244e+04	2.763577014736e+02	7.788167890266e-02	3.030179027864e-01
7.670223402244e+04	2.828166780230e+02	7.610269239367e-02	3.026028701729e-01
7.670223402244e+04	2.894266124717e+02	7.436508427920e-02	3.021674336524e-01
7.670223402244e+04	2.961910329773e+02	7.266776906633e-02	3.017090034710e-01
7.670223402244e+04	3.031135501568e+02	7.100963842783e-02	3.012593006549e-01
7.670223402244e+04	3.101978590138e+02	6.938958718310e-02	3.008709419139e-01
7.670223402244e+04	3.174477409109e+02	6.780654093443e-02	3.005972717484e-01
7.670223402244e+04	3.248670655878e+02	6.625948447270e-02	3.004649157680e-01
7.670223402244e+04	3.324597932271e+02	6.474748478424e-02	3.004526458449e-01
7.670223402244e+04	3.402299765678e+02	6.326970020080e-02	3.004956630581e-01
7.670223402244e+04	3.481817630689e+02	6.182537748073e-02	3.005033739487e-01
7.670223402244e+04	3.563193971229e+02	6.041383559558e-02	3.003858845851e-01
7.670223402244e+04	3.646472223213e+02	5.903443346079e-02	3.000898496264e-01
7.670223402244e+04	3.731696837733e+02	5.768653878479e-02	2.996260034850e-01
7.670223402244e+04	3.818913304782e+02	5.636952125845e-02	2.990647410126e-01
7.670223402244e+04	3.908168177536e+02	5.508274937408e-02	2.985151826529e-01
7.670223402244e+04	3.999509097204e+02	5.382558006333e-02	2.980935247718e-01
7.670223402244e+04	4.092984818452e+02	5.259733970043e-02	2.978798846090e-01
7.670223402244e+04	4.188645235435e+02	5.139731108652e-02	2.978847381681e-01
7.670223402244e+04	4.286541408421e+02	5.022474498744e-02	2.980517748219e-01
7.670223402244e+04	4.386725591048e+02	4.907888150346e-02	2.982785326405e-01
7.670223402244e+04	4.489251258219e+02	4.795897489865e-02	2.984480687416e-01
7.670223402244e+04	4.594173134636e+02	4.686432134607e-02	2.984724440961e-01
7.670223402244e+04	4.701547224022e+02	4.579428196377e-02	2.983266564480e-01
7.670223402244e+04	4.811430839003e+02	4.474829188133e-02	2.980472337551e-01
7.670223402244e+04	4.923882631707e+02	4.372585983950e-02	2.977144665146e-01
7.670223402244e+04	5.038962625065e+02	4.272655858809e-02	2.974248784357e-01
7.670223402244e+04	5.156732244855e+02	4.175000410496e-02	2.972533040020e-01
7.670223402244e+04	5.277254352484e+02	4.079583292080e-02	2.972234534727e-01
7.670223402244e+04	5.400593278542e+02	3.986368801906e-02	2.973085689831e-01
7.670223402244e+04	5.526814857145e+02	3.895320052018e-02	2.974454350119e-01
7.670223402244e+04	5.655986461065e+02	3.806396039889e-02	2.975561913904e-01
7.670223402244e+04	5.788177037701e+02	3.719547560030e-02	2.975783971295e-01
7.670223402244e+04	5.923457145876e+02	3.634714814156e-02	2.974881522020e-01
7.670223402244e+04	6.061898993498e+02	3.551829819863e-02	2.972998149284e-01
7.670223402244e+04	6.203576476104e+02	3.470821224487e-02	2.970556935172e-01
7.670223402244e+04	6.348565216305e+02	3.391620828975e-02	2.968099269976e-01
7.670223402244e+04	6.496942604146e+02	3.314171795782e-02	2.966062557002e-01
7.670223402244e+04	6.648787838417e+02	3.238434399454e-02	2.964609805989e-01
7.670223402244e+04	6.804181968927e+02	3.164385040085e-02	2.963626893224e-01
7.670223402244e+04	6.963207939764e+02	3.092011720830e-02	2.962788453927e-01
7.670223402244e+04	7.125950633568e+02	3.021306708359e-02	2.961662580178e-01
7.670223402244e+04	7.292496916841e+02	2.952256210170e-02	2.959856509117e-01
7.670223402244e+04	7.462935686310e+02	2.884832701183e-02	2.957132701781e-01
7.670223402244e+04	7.637357916378e+02	2.818995341864e-02	2.953427161941e-01
7.670223402244e+04	7.815856707684e+02	2.754693533348e-02	2.948833084560e-01
7.670223402244e+04	7.998527336797e+02	2.691872149161e-02	2.943568889345e-01
7.670223402244e+04	8.185467307069e+02	2.630478472761e-02	2.937928622856e-01
7.670223402244e+04	8.376776400683e+02	2.570467551271e-02	2.932230263410e-01
7.670223402244e+04	8.572556731909e+02	2.511802949658e-02	2.926775455755e-01
7.670223402244e+04	8.772912801613e+02	2.454455647464e-02	2.921802080520e-01
7.670223402244e+04	8.977951553033e+02	2.398401769538e-02	2.917421601507e-01
7.670223402244e+04	9.187782428863e+02	2.343619057843e-02	2.913543238319e-01
7.670223402244e+04	9.402517429670e+02	2.290084137469e-02	2.909840230100e-01
7.670223402244e+04	9.622271173675e+02	2.237772311263e-02	2.905806983163e-01
7.670223402244e+04	9.847160957934e+02	2.186657948084e-02	2.900868769903e-01
7.670223402244e+04	1.007730682094e+03	2.136714846422e-02	2.894539090159e-01
7.670223402244e+04	1.031283160672e+03	2.087916541493e-02	2.886622358633e-01
7.670223402244e+04	1.055386103037e+03	2.040236595094e-02	2.877334865912e-01
7.670223402244e+04	1.080052374516e+03	1.993648885755e-02	2.867239490051e-01
7.670223402244e+04	1.105295141126e+03	1.948127791837e-02	2.857090105572e-01
7.670223402244e+04	1.131127876594e+03	1.903648192367e-02	2.847602947762e-01
7.670223402244e+04	1.157564369553e+03	1.860185258251e-02	2.839158047704e-01
7.670223402244e+04	1.184618730903e+03	1.817714383654e-02	2.831613625526e-01
7.670223402244e+04	1.212305401338e+03	1.776211506776e-02	2.824374414021e-01
7.670223402244e+04	1.240639159059e+03	1.735653454929e-02	2.816574059316e-01
7.670223402244e+04	1.269635127660e+03	1.696018178305e-02	2.807345921570e-01
7.670223402244e+04	1.299308784200e+03	1.657284832509e-02	2.796178101779e-01
7.670223402244e+04	1.329675967466e+03	1.619433778241e-02	2.783136555595e-01
7.670223402244e+04	1.360752886424e+03	1.582446520927e-02	2.768800260435e-01
7.670223402244e+04	1.392556128874e+03	1.546305420855e-02	2.754073382819e-01
7.670223402244e+04	1.425102670303e+03	1.510993062281e-02	2.739903967848e-01
7.670223402244e+04	1.458409882944e+03	1.476491273341e-02	2.726913568572e-01
7.670223402244e+04	1.492495545052e+03	1.442780549410e-02	2.715157102273e-01
7.670223402244e+04	1.527377850391e+03	1.409840369974e-02	2.704160549705e-01
7.670223402244e+04	1.563075417946e+03	1.377649767158e-02	2.693068703207e-01
7.670223402244e+04	1.599607301861e+03	1.346187984454e-02	2.680873017859e-01
7.670223402244e+04	1.636993001612e+03	1.315435188460e-02	2.666715364637e-01
7.670223402244e+04	1.675252472408e+03	1.285372890607e-02	2.650082184081e-01
7.670223402244e+04	1.714406135852e+03	1.255983841335e-02	2.630772908845e-01
7.670223402244e+04	1.754474890833e+03	1.227251573929e-02	2.608784322626e-01
7.670223402244e+04	1.795480124688e+03	1.199159570266e-02	2.584135840607e-01
7.670223402244e+04	1.837443724611e+03	1.171690041591e-02	2.556640546647e-01
7.670223402244e+04	1.880388089341e+03	1.144823046898e-02	2.525766322374e-01
7.670223402244e+04	1.924336141116e+03	1.118536347767e-02	2.490671711927e-01
7.670223402244e+04	1.969311337907e+03	1.092805379134e-02	2.450309885535e-01
7.670223402244e+04	2.015337685942e+03	1.067603179095e-02	2.403584273049e-01
7.670223402244e+04	2.062439752514e+03	1.042900251265e-02	2.349554436218e-01
7.670223402244e+04	2.110642679102e+03	1.018664281393e-02	2.287594876093e-01
7.670223402244e+04	2.159972194783e+03	9.948596458305e-03	2.217455687068e-01
7.670223402244e+04	2.210454629971e+03	9.714467045060e-03	2.139302163713e-01
7.670223402244e+04	2.262116930469e+03	9.483808315295e-03	2.053748717094e-01
7.670223402244e+04	2.314986671851e+03	9.256112045550e-03	1.961881546700e-01
7.670223402244e+04	2.369092074183e+03	9.030799602708e-03	1.865243763191e-01
7.670223402244e+04	2.424462017082e+03	8.807220163545e-03	1.765765644836e-01
7.670223402244e+04	2.481126055138e+03	8.584651078415e-03	1.665646340335e-01
7.670223402244e+04	2.539114433680e+03	8.362299639988e-03	1.567179048270e-01
7.670223402244e+04	2.598458104929e+03	8.139306678662e-03	1.472524175526e-01
7.670223402244e+04	2.659188744513e+03	7.914753182515e-03	1.383549513129e-01
7.670223402244e+04	2.721338768375e+03	7.687670820317e-03	1.301791437776e-01
7.670223402244e+04	2.784941350081e+03	7.457056469751e-03	1.228449552347e-01
7.670223402244e+04	2.850030438518e+03	7.221891423910e-03	1.164401229422e-01
7.670223402244e+04	2.916640776024e+03	6.981169911309e-03	1.110234992301e-01
7.670223402244e+04	2.984807916924e+03	6.733964823384e-03	1.066258582789e-01
7.670223402244e+04	3.054568246515e+03	6.479545440694e-03	1.032464614510e-01
7.670223402244e+04	3.125959000482e+03	6.217535868502e-03	1.008489038736e-01
7.670223402244e+04	3.199018284775e+03	5.948118423874e-03	9.935701087918e-02
7.670223402244e+04	3.273785095949e+03	5.672268085294e-03	9.865191422321e-02
7.670223402244e+04	3.350299341977e+03	5.391869754584e-03	9.857739116487e-02
7.670223402244e+04	3.428601863557e+03	5.109655835747e-03	9.895692934243e-02
7.670223402244e+04	3.508734455903e+03	4.829052408266e-03	9.961954587567e-02
7.670223402244e+04	3.590739891061e+03	4.553934213537e-03	1.004353733291e-01
7.670223402244e+04	3.674661940737e+03	4.288290010767e-03	1.013596003105e-01
7.670223402244e+04	3.760545399658e+03	4.035932721391e-03	1.024633677542e-01
7.670223402244e+04	3.848436109487e+03	3.800293031289e-03	1.039441554154e-01
7.670223402244e+04	3.938380983288e+03	3.584184888385e-03	1.061301696925e-01
7.670223402244e+04	4.030428030568e+03	3.389516085827e-03	1.094802744022e-01
7.670223402244e+04	4.124626382901e+03	3.216970745603e-03	1.145744155616e-01
7.670223402244e+04	4.221026320157e+03	3.065886529335e-03	1.220697105555e-01
7.670223402244e+04	4.319679297334e+03	2.934408733256e-03	1.326107164806e-01
7.670223402244e+04	4.420637972029e+03	2.819802011294e-03	1.467016412259e-01
7.670223402244e+04	4.523956232538e+03	2.718929062526e-03	1.645349904963e-01
7.670223402244e+04	4.629689226627e+03	2.628866663288e-03	1.857948863417e-01
7.670223402244e+04	4.737893390963e+03	2.547274228499e-03	2.095938846928e-01
7.670223402244e+04	4.848626481239e+03	2.472410010992e-03	2.345939982798e-01
7.670223402244e+04	4.961947603003e+03	2.403052217224e-03	2.592225431233e-01
7.670223402244e+04	5.077917243205e+03	2.338353686877e-03	2.819849584856e-01
7.670223402244e+04	5.196597302486e+03	2.277640001277e-03	3.018481358139e-01
7.670223402244e+04	5.318051128214e+03	2.220292580097e-03	3.184303990342e-01
7.670223402244e+04	5.442343548300e+03	2.165747455995e-03	3.319298539695e-01
7.670223402244e+04	5.569540905800e+03	2.113510009989e-03	3.429528638342e-01
7.670223402244e+04	5.699711094326e+03	2.063170042477e-03	3.522512158160e-01
7.670223402244e+04	5.832923594286e+03	2.014415317192e-03	3.603906537241e-01
7.670223402244e+04	5.969249509971e+03	1.967034989393e-03	3.675798970568e-01
7.670223402244e+04	6.108761607505e+03	1.920909718746e-03	3.737090748548e-01
7.670223402244e+04	6.251534353690e+03	1.875991006054e-03	3.784535732272e-01
7.670223402244e+04	6.397643955748e+03	1.832267743378e-03	3.814317693156e-01
7.670223402244e+04	6.547168402005e+03	1.789722979584e-03	3.824014861872e-01
7.670223402244e+04	6.700187503510e+03	1.748311201005e-03	3.813564327136e-01
7.670223402244e+04	6.856782936642e+03	1.707961281271e-03	3.784970291985e-01
7.670223402244e+04	7.017038286704e+03	1.668585706611e-03	3.741603839675e-01
7.670223402244e+04	7.181039092537e+03	1.630094098230e-03	3.687150428513e-01
7.670223402244e+04	7.348872892180e+03	1.592409626414e-03	3.624310573345e-01
7.670223402244e+04	7.520629269592e+03	1.555476875401e-03	3.554151778526e-01
7.670223402244e+04	7.696399902471e+03	1.519259313424e-03	3.476249400526e-01
7.670223402244e+04	7.876278611187e+03	1.483733049827e-03	3.389077912849e-01
7.670223402244e+04	8.060361408861e+03	1.448877135265e-03	3.290620530088e-01
7.670223402244e+04	8.248746552615e+03	1.414661360751e-03	3.179149991719e-01
7.670223402244e+04	8.441534596013e+03	1.381039707550e-03	3.053733839053e-01
7.670223402244e+04	8.638828442740e+03	1.347950336158e-03	2.914423127971e-01
7.670223402244e+04	8.840733401525e+03	1.315317104803e-03	2.762413290275e-01
7.670223402244e+04	9.047357242349e+03	1.283052179600e-03	2.600212351446e-01
7.670223402244e+04	9.258810253974e+03	1.251059605798e-03	2.431764960776e-01
7.670223402244e+04	9.475205302807e+03	1.219238213386e-03	2.262290385351e-01
7.670223402244e+04	9.696657893146e+03	1.187483844201e-03	2.097781850862e-01
7.670223402244e+04	9.923286228833e+03	1.155692090349e-03	1.944252161790e-01
7.670223402244e+04	1.015521127635e+04	1.123761794084e-03	1.806687205016e-01
7.670223402244e+04	1.039255682937e+04	1.091598960556e-03	1.687850865778e-01
7.670223402244e+04	1.063544957486e+04	1.059118973470e-03	1.587838114176e-01
7.670223402244e+04	1.088401916069e+04	1.026246895849e-03	1.504457742698e-01
7.670223402244e+04	1.113839826483e+04	9.929169026897e-04	1.433979646902e-01
7.670223402244e+04	1.139872266616e+04	9.590707743618e-04	1.372260879485e-01
7.670223402244e+04	1.166513131698e+04	9.246566083001e-04	1.316104120843e-01
7.670223402244e+04	1.193776641714e+04	8.896338115396e-04	1.263890403760e-01
7.670223402244e+04	1.221677348997e+04	8.539849569852e-04	1.215453620734e-01
7.670223402244e+04	1.250230145991e+04	8.177317613109e-04	1.171731260503e-01
7.670223402244e+04	1.279450273208e+04	7.809555442269e-04	1.134213055192e-01
7.670223402244e+04	1.309353327354e+04	7.438189739806e-04	1.104259738458e-01
7.670223402244e+04	1.339955269659e+04	7.065725386209e-04	1.082760605043e-01
7.670223402244e+04	1.371272434398e+04	6.695447344512e-04	1.070125232011e-01
7.670223402244e+04	1.403321537605e+04	6.331235158286e-04	1.066340691540e-01
7.670223402244e+04	1.436119685999e+04	5.977280327010e-04	1.071075014787e-01
7.670223402244e+04	1.469684386112e+04	5.637729186275e-04	1.083827117370e-01
7.670223402244e+04	1.504033553638e+04	5.316414722091e-04	1.104087942912e-01
7.670223402244e+04	1.539185522990e+04	5.016663677659e-04	1.131525204629e-01
7.670223402244e+04	1.575159057092e+04	4.741075083656e-04	1.166229327781e-01
7.670223402244e+04	1.611973357388e+04	4.491254723421e-04	1.209035655275e-01
7.670223402244e+04	1.649648074098e+04	4.267552712580e-04	1.261820606042e-01
7.670223402244e+04	1.688203316700e+04	4.069011324907e-04	1.327320316959e-01
7.670223402244e+04	1.727659664669e+04	3.893531067208e-04	1.408456621804e-01
7.670223402244e+04	1.768038178457e+04	3.738174518136e-04	1.507349742053e-01
7.670223402244e+04	1.809360410739e+04	3.599629083466e-04	1.623978168569e-01
7.670223402244e+04	1.851648417912e+04	3.474759563481e-04	1.754788164397e-01
7.670223402244e+04	1.894924771874e+04	3.360883622300e-04	1.892616268776e-01
7.670223402244e+04	1.939212572066e+04	3.255802102877e-04	2.027896682302e-01
7.670223402244e+04	1.984535457806e+04	3.157780011079e-04	2.150564033509e-01
7.670223402244e+04	2.030917620905e+04	3.065487436167e-04	2.252727792796e-01
7.670223402244e+04	2.078383818580e+04	2.977911350535e-04	2.331595311434e-01
7.670223402244e+04	2.126959386669e+04	2.894307631560e-04	2.390276111098e-01
7.670223402244e+04	2.176670253153e+04	2.814179037334e-04	2.436632698975e-01
7.670223402244e+04	2.227542952000e+04	2.737233204539e-04	2.481263595058e-01
7.670223402244e+04	2.279604637319e+04	2.663310819748e-04	2.534548174140e-01
7.670223402244e+04	2.332883097864e+04	2.592296950841e-04	2.603309607997e-01
7.670223402244e+04	2.387406771861e+04	2.524079894726e-04	2.689592117543e-01
7.670223402244e+04	2.443204762186e+04	2.458547067204e-04	2.791263369963e-01
7.670223402244e+04	2.500306851906e+04	2.395582674062e-04	2.903245547189e-01
7.670223402244e+04	2.558743520169e+04	2.335063931262e-04	3.019392770317e-01
7.670223402244e+04	2.618545958474e+04	2.276856995960e-04	3.134652453361e-01
7.670223402244e+04	2.679746087326e+04	2.220817441040e-04	3.245924504716e-01
7.670223402244e+04	2.742376573265e+04	2.166794631922e-04	3.351865857431e-01
7.670223402244e+04	2.806470846310e+04	2.114637787056e-04	3.452419159997e-01
7.670223402244e+04	2.872063117798e+04	2.064203781946e-04	3.548078978512e-01
7.670223402244e+04	2.939188398647e+04	2.015365158701e-04	3.639032880064e-01
7.670223402244e+04	3.007882518043e+04	1.968012618305e-04	3.724763869186e-01
7.670223402244e+04	3.078182142565e+04	1.922052645298e-04	3.803998151751e-01
7.670223402244e+04	3.150124795755e+04	1.877402477678e-04	3.874702308321e-01
7.670223402244e+04	3.223748878149e+04	1.833982006142e-04	3.934115937053e-01
7.670223402244e+04	3.299093687771e+04	1.791704610916e-04	3.978844854594e-01
7.670223402244e+04	3.376199441111e+04	1.750474818400e-04	4.005073098683e-01
7.670223402244e+04	3.455107294592e+04	1.710191141926e-04	4.008906528831e-01
7.670223402244e+04	3.535859366535e+04	1.670750365172e-04	3.986854046144e-01
7.670223402244e+04	3.618498759643e+04	1.632053203828e-04	3.936472599529e-01
7.670223402244e+04	3.703069584005e+04	1.594010522752e-04	3.857052111021e-01
7.670223402244e+04	3.789616980645e+04	1.556547102682e-04	3.749899796507e-01
7.670223402244e+04	3.878187145611e+04	1.519603592778e-04	3.618310447760e-01
7.670223402244e+04	3.968827354637e+04	1.483137959502e-04	3.467406406461e-01
7.670223402244e+04	4.061585988377e+04	1.447126353039e-04	3.303829776763e-01
7.670223402244e+04	4.156512558226e+04	1.411563406321e-04	3.135304400933e-01
7.670223402244e+04	4.253657732750e+04	1.376462390319e-04	2.970186290726e-01
7.670223402244e+04	4.353073364732e+04	1.341854823657e-04	2.816930051449e-01
